Trip Code,Data entry,Boat name,Observer name,Captain name,Vessel capacity,Vessel length,Lugar de zarpe,. crew,. de matricula,Motor HP,Fecha de zarpe,hora de zarpe,Sistema,Objective species,Objective species 2,Objective species 3,fecha de llegada,hora de llegada,Puerto de llegada,Bait type 1,Bait type 2,Bait type 3,Bait state 1,Bait state 2,Bait state 3,. hooks,Corcho distance,"corcho distance, m or b",hook tipo y tamano,Mainline length,Mainline length units,Mainline material,Mainline thickness,hook depth (branchline length),Branchline material,Branchline thickness,"hook depth, m or b",hook - distance betwen,hook distance units,Use weight,Weight amount,Weigth to hook distance,linea madre/net depth,Net depth category,. panes,Pane 1 .,Net 1 type,Pane size - Length,Pane size - Depth,Pane size - Units,Mesh size,Mesh size - Units,Net depth,Net depth - Units,Pane 2 .,Net 2 type,Pane 2 length,Pane 2 depth,Pane 2 units,Pane 2 water depth,Pane 2 water depth - Units,Pane 2 mesh size,Pane 2 mesh size - units,Pane 3 .,Net 3 type,Pane 3 length,Pane 3 depth,Pane 3 units,Pane 3 water depth,Pane 3 water depth - Units,Pane 3 mesh size,Pane 3 mesh size - units,Mixed - type,Mixed- depth category,mixed - . panes,mixed - pane 1 - length,mixed - pane 1 - height,mixed - pane 1 units,mixed - pane 2 - length,mixed - pane 2 - height,mixed - pane 2 units,mixed - pane 1 mesh size,mixed - pane 1 mesh units,mixed - pane 2 mesh size,mixed - pane 2 mesh units,PS - number floats,PS - distance between floats FROM,PS - distance between floats TO,PS - number leads,PS - distance between leads FROM,PS - distance between leads TO,PS - boliche length,PS - boliche height,PS - material relinga superior,PS - grosor relinga superior,PS - material relinga inferior,PS - grosor relinga inferior,PS - mesh size,PS - ring diameter,Capture species 1,Capture species 2,Capture species 3,Capture species 4,Capture species 5,Capture species 6,Capture species 7,Quantity 1,Quantity 2,Quantity 3,Quantity 4,Quantity 5,Quantity 6,Quantity 7,Quantity Units 1,Quantity Units 2,Quantity Units 3,Quantity Units 4,Quantity Units 5,Quantity Units 6,Quantity Units 7,Cost of operation,Estimada ganacia,Comments
706,,Delfin,Grillo,Fernando Castillos,9,,Mancora,3,,,9/3/12,1/0/00,manual,"merluza, congrio",,,9/4/12,1/0/00,Mancora,machete,,,fresca,,,1000,,,Espanol #11,3000,b,papelillo,4,1,nylon,70,b,3,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Otros,,30,121,30,6,25,20,,k,k,k,k,k,k,,,,
707,,Senor Morado,Carrera,Luis Ayala,2,,Mancora,4,TA26138,,9/4/12,1/0/00,manual,"merluza, congrio",,,9/6/12,1/0/00,Mancora,machete,,,fresca,,,1800,,,10,4500,b,papelillo,3,1.5,nylon,70,m,2,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,Peje blanco,Doncella,Diablo,Anguila,Congrio gato,3,26,81,90,30,,,k,k,k,k,k,,,,,
708,,Delfin,Grillo,Fernando Castillo,9,,Mancora,3,TA24753,,9/7/12,1/0/00,manual,"merluza, congrio",,,9/8/12,1/0/00,Mancora,machete,,,fresca,,,1000,,,Espanol #11,3000,,papelillo,,1,nylon,70,b,3,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Otras,,,,15,18,20,15,,,,k,k,k,k,,,,,,
709,,Amazonas,Amaya,Oscar Amaya Vilchez,5,8,Mancora,5,TA33082BM,85,9/7/12,1/0/00,manual,"merluza, congrio",,,9/10/12,1/0/00,Mancora,machete,,,fresca,,,2000,,,Mustan #10 y 11,5000,,papelillo,4,1,nylon,80,b,2,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,Peje,Congrio gato blanco,Congrio rojo mediano,Congrio negro,,63,162,25,85,32,25,,k,k,k,k,k,k,,,,sp2congrio rojo grande
710,,Amazonas,Amaya,Oscar Amaya Vilchez,5,8,Mancora,5,TA33082BM,85,9/12/12,1/0/00,manual,"merluza, congrio",,,9/14/12,1/0/00,Mancora,machete,,,fresca,,,2500,,,Mustan 10 y 11,5000,,papelillo,4,1,nylon,80,b,2,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,Peje,Perela,Congrio gato blanco,Congrio rojo mediano,,66,71,10,4,60,17,,k,k,k,k,k,k,,,,sp2 congrio rojo grande
711,,Sta. Isabel,Grillo,Jose Castillo,4,6,Mancora,4,ZS6765BM,,9/17/12,1/0/00,manual,"merluza, congrio",,,9/19/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,3700,,papelillo,3,1,nylon,70,b,3,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Otras,,50,120,30,15,20,30,,k,k,k,k,k,k,,,,
712,,Sta. Isabel,Grillo,Jose Castillo,4,6,Mancora,4,ZS6765BM,,9/20/12,1/0/00,manual,"merluza, congrio",,,9/22/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,3700,,papelillo,3,1,nylon,70,b,3,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Otras,,80,95,50,20,17,20,,k,k,k,k,k,k,,,,
713,,Senor Morado,Carrera,Luis Ayala Cherres,,,Mancora,3,TA26138,,10/4/12,1/0/00,manual,"congrio, merluza",,,10/5/12,1/0/00,Mancora,machete,,,fresca,,,1600,,,10,4200,,,,1,,70,b,2,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo rojo,Congrio gato,,20,25,15,12,12,8,,k,k,k,k,k,k,,,,
714,,Sta. Isabel,Grillo,Jose Castillo,4,6,Mancora,4,ZS6765BM,,10/4/12,1/0/00,manual,"congrio, merluza",,,10/6/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol#10,4000,,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,Peje blanco,Doncella,Diablo rojo,,,80,40,180,25,10,,,k,k,k,k,k,,,,,el peso esta en la linea madre y no en el reinal
715,,Sta. Isabel,Grillo,Jose Castillo,4,6,Mancora,4,ZS6765BM,,10/9/12,1/0/00,manual,"congrio, merluza",,,10/11/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,4000,,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,Peje blanco,Doncella,Diablo,,,70,100,40,20,20,,,k,k,k,k,k,,,,,El peso se coloca en la linea madre y no en el reinal
716,,Senor Morado,Carrera,Luis Ayala Cherrez,2,,Mancora,3,TA26138,,10/12/12,1/0/00,manual,"congrio, merluza",,,10/14/12,1/0/00,Mancora,machete,,,fresca,,,1500,,,10,4000,,,,1,,70,b,2,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,Peje,Doncella,Diablo,Anguila,Congrio gato,40,50,45,25,16,5,10,k,k,k,k,k,k,k,,,
717,,Sta. Isabel,Grillo,Jose Castillo,4,6,Mancora,4,ZS6765BM,,10/17/12,1/0/00,manual,"congrio, merluza",,,10/19/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,4000,,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Otras,,380,250,60,10,15,50,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no el reinal
718,,Sta. Isabel,Grillo,Jose Castillo,4,6,Mancora,4,ZS6765BM,,10/22/12,1/0/00,manual,"congrio, merluza",,,10/24/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,4000,,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Otras,,200,220,15,5,10,60,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no el reinal
719,,Sta. Isabel,Grillo,Ruben Castillo,4,6,Mancora,5,ZS6765BM,,10/28/12,1/0/00,manual,"congrio, merluza",,,10/30/12,1/0/00,Mancora,machete,,,fresca,,,1500,,,Espanol #10,4000,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,Peje,Doncella,Diablo,Otras,,260,118,12,6,10,60,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no el reinal
720,,Sta. Isabel,Grillo,Ruben Castillo,4,6,Mancora,4,ZS6765BM,,11/5/12,1/0/00,manual,"congrio, merluza",,,11/7/12,1/0/00,Mancora,machete,,,fresca,,,1500,,,Espanol #10,4500,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,Peje,Doncella,Diablo,Otros,,30,80,30,15,20,30,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no el reinal
721,,Sta. Isabel,Grillo,Ruben Castillo,4,6,Mancora,4,ZS6765BM,,11/9/12,1/0/00,manual,"congrio, merluza",,,11/10/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,4000,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Congrio gato,Anguila,60,35,10,6,10,30,10,k,k,k,k,k,k,k,,,El peso esta en la linea madre y no el reinal
722,,Sta. Isabel,Grillo,Ruben Castillo,4,6,Mancora,5,ZS6765BM,,11/12/12,1/0/00,manual,"congrio, merluza",,,11/14/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,4500,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Diablo,Congrio gato,Congrio negro,,35,42,60,15,38,12,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no el reinal
723,,Delfin,Grillo,Fernando Castillo,9,8,Mancora,4,,,11/16/12,1/0/00,manual,"congrio, merluza",,,11/18/12,1/0/00,Mancora,machete,,,fresca,,,1300,,,Espanol #10,4000,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Congrio gato,Congrio negro,160,70,40,10,25,40,10,k,k,k,k,k,k,k,,,El peso esta en la linea madre y no el reinal
724,,Delfin,Grillo,Fernando Castillo,9,8,Mancora,4,TA24753,,11/21/12,1/0/00,manual,"congrio, merluza",,,11/23/12,1/0/00,Mancora,pico rojo,,,fresca,,,1500,,,Espanol #10,4500,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Congrio gato,,145,30,25,10,3,20,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no el reinal
725,,Delfin,Grillo,Carlos Castillo,9,8,Mancora,4,TA24753,,11/25/12,1/0/00,manual,"congrio, merluza",,,11/27/12,1/0/00,Mancora,pico rojo,,,fresca,,,1600,,,Espanol #10,4800,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Congrio gato,,,120,35,30,5,30,,,k,k,k,k,k,,,,,El peso esta en la linea madre y no el reinal
726,,Delfin,Grillo,Fernando Castillo,9,8,Mancora,5,TA2754,,11/28/12,1/0/00,manual,"congrio, merluza",,,11/29/12,1/0/00,Mancora,machete,,,fresca,,,1600,,,Espanol #10,4800,b,,3,1,,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,Peje,Doncella,Diablo,Congrio gato,,46,18,22,9,4,32,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no el reinal
727,,Jose 1,FBR,Jose,6,10,Ilo,4,IO18694BM,,12/16/12,1/0/00,manual,perico,,,12/22/12,1/0/00,Ilo,lisa voladora,pota,,fresca,fresca,,1000,16.5,B,J2,,,,,4,,,b,9,B,N,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,2800,,,,,,,k,,,,,,,,,
728,,Teresa D'Jesus,RBH,Raul,,,Salaverry,4,,,12/6/12,1/0/00,manual,tollo,,,12/18/12,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,24,,,60,8,b,7.5,p,7.5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,azul,Perico,Zorro,Raya,,,455,32,93,9.5,868,,,k,k,k,k,k,,,3560,880,A cada tripulante se le dio 220 soles
729,,,A&S,Genaro,,,Constante,2,,,12/13/12,1/0/00,manual,lenguado,,,12/15/12,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,24,,,30,2,b,20,c,9.5,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,lenguado,Suco,Cachema,Ler,,,3,5,3,1,1,,,I,I,I,I,I,,,150,200,"Ganancia de 100 soles por tripulante. Viaje con luces, los panos se separaron para control (11) y experimental (11), mas otros 2 de separacion"
730,,,A&S,Genaro,,,Constante,3,,,12/18/12,1/0/00,manual,lenguado,,,12/20/12,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,25,,,30,2,b,20,c,3.900000095,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,batea,guitarra,Tuya,Ler,Karate,Lenguado,Suco,16,11,1,7,2,4,2,I,I,I,I,I,I,I,200,750,"Ganancia de 250 soles por tripulante. Viaje con luces, los panos se separaron para control (11) y experimental (11), mas otros 3 de separacion."
731,,Teresa de Jesus,RBH,Raul,,,Salaverry,4,,,12/22/12,1/0/00,manual,tollo,,,2/1/12,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,25,,,60,8,b,7.5,p,7.5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,raya,Perico,Bonito,,,,1050,900,49,98,,,,k,k,k,k,,,,4150,4087,Se le dio 1015 soles a cada tripulante
732,,Teresa de Jesus,RBH,Raul,,,Salaverry,4,,,1/6/13,1/0/00,manual,tollo,,,1/12/13,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,25,,,60,8,b,8,p,7.5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,perico,Bonito,Pota,,,,215,1780,142,205,,,,k,k,k,k,,,,4125,2890,Se reparito S/.740 a cada tripulante
733,,Amazonas,Amaya,Oscar Ayala Vilchez,,8,Mancora,4,TA33082,85,12/13/12,1/0/00,manual,merluza,,,12/15/12,1/0/00,Mancora,machete,,,fresca,,,2000,,,Espanol #10,4500,m,,3,1,papelillo,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,Diablo,,,130,15,20,4,2,,,k,k,k,k,k,,,,,"Capturo otras especies como anguila, morena, cagalo, cangrejo arana. El peso esta en linea madre, no en el reinal"
734,,Senor Cautivo,Grillo,Ruben Castillo,8,,Mancora,4,TA32288,42,12/17/12,1/0/00,manual,merluza,,,12/17/12,1/0/00,Mancora,pota,,,congelada,,,1800,,,Espanol #10,1800,b,,3,0.5,papelillo,80,b,1,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,doncella,diablo,anguila,,,,1100,5,3,3,,,,k,k,k,k,,,,,,
735,,El Delfin,Grillo,Jose Castillo,8,,Mancora,4,TA24753,42,12/17/12,1/0/00,manual,merluza,,,12/19/12,1/0/00,Mancora,pico rojo,,,fresca,,,2000,,,Espanol #11,4500,b,,3,1,papelillo,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,peje blanco,Doncella,Diablo,Cagalo,,130,60,35,70,4,10,,k,k,k,k,k,k,,,,El peso esta en la linea madre y no en el reinal
736,,El Delfin,Grillo,Jose Castillo,8,,Mancora,4,TA33082,,12/20/12,1/0/00,manual,merluza,,,12/22/12,1/0/00,Mancora,machete,,,fresca,,,1800,,,Espanol #11,3900,b,,3,1,papelillo,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio rojo,peje,Doncella,Diablo,Otras,,80,30,65,50,6,12,,k,k,k,k,k,k,,,,"El peso esta en la linea madre, no en el reinal. Las otras capturas se refiere a anguila, morena y congrio negro"
737,,Sr. Morado,Carrera,Luis Ayala Cherres,2,,Mancora,3,,,12/23/12,1/0/00,manual,merluza,,,12/24/12,1/0/00,Mancora,machete,,,fresca,,,1600,,,10,4500,,,,1,papelillo,80,b,3,b,y,300,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,Doncella,Diablo,Congrio negro,,80,70,45,130,20,10,,k,k,k,k,k,k,,,,El peso se puso en la linea madre no en el reinal
738,,El Delfin,Grillo,Jose Castillo,8,,Mancora,4,TA24753,,12/29/12,1/0/00,manual,merluza,,,12/31/12,1/0/00,Mancora,machete,,,fresca,,,1800,,,Espanol #11,3900,b,,3,1,papelillo,70,b,3,b,n,,400,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje blanco,Doncella,Diablo,Otras,,175,40,35,116,25,20,,k,k,k,k,k,k,,,,El peso se puso en la linea madre y no en el reinal. Las otras capturas se refieren a congrio negro y anguila
739,,Siempre Juan de Dios,A&S,,,,Bayovar,3,TA37236BM,,1/3/13,1/0/00,manual,lenguado,,,1/8/13,1/0/00,Las Delicias,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,28,,,40,2,b,20,c,4.75,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,guitarra nortena,Ler,Batea,Lenguado,Caballa,Suco,15,5,17,5,25,6,1,I,I,I,I,I,I,I,300,1500,"Ganancia de 600 soles para 2 tripulantes y 300 para el tercero porque se bajo despues del segundo lance. Viaje con luces, los panos se separaron para control (12) y experimental (12), mas otros 4 de separacion"
740,,Jeova,TSY&APP,,,,Constante,3,PT30450,,1/7/13,1/0/00,manual,guitarra,,,1/8/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,20,,,30,2,b,,,2.599999905,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,Tapadera,Batea,,,,,2,1,1,,,,,I,I,I,,,,,130,30,"Viaje experimental con luces, 10 panos con luces, 8 panos sin luces y 2 de separacion."
741,,Maricielo,TSY&APP,,,,Constante,2,TA30852BM,,1/10/13,1/0/00,manual,guitarra,,,1/12/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,20,,,30,2,b,,,3.299999952,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,,,,,,,20,,,,,,,I,,,,,,,115,110,"Viaje experimental con luces, 10 panos con luces, 8 panos sin luces y 2 de separacion."
742,,Puerto Deseado,NOE,Jose Sanchez,2,7,Mancora,4,TA2356BM,60,2/1/13,1/0/00,manual,merluza,,,2/1/13,1/0/00,Mancora,pota,,,fresca,,,1500,,,Espanol #9 y #10,1600,m,papelillo,3,0.5,,90,m,1,m,n,450,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,peje,diablo,,,,,60,5,5,,,,,k,k,k,,,,,,,El peso esta en la linea madre
743,,Teresa de Jesus,RBH,Raul,,,Salaverry,4,,,1/17/13,1/0/00,manual,tollo,,,1/26/13,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,25,,,60,8,b,7.5,p,7.5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,raya,,,,,,1523,731,,,,,,k,k,,,,,,4051,2620,Se repartio 655 soles a cada tripulante
744,,Dos Diamantes,A&S,,,,Constante,2,PT4278BM,,1/22/13,1/0/00,manual,guitarra,,,1/23/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,20,,,35,2,b,11,c,4.75,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,lenguado,Suco,Chula,,,,7,4,2,1,,,,I,I,I,I,,,,150,300,"Viaje experimental con luces, 10 panos con luces, 8 panos sin luces y 2 de separacion."
745,,Juan de Dios,APP,,,,Constante,3,,,2/2/13,1/0/00,manual,guitarra,,,2/3/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,19,,,,,m,,,9.5,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,,,,,,,3,,,,,,,I,,,,,,,90,,"Viaje experimental con luces, 8 panos con luces, 10 panos sin luces y 1 de separacion."
746,,Divino Senor Cautivo,SPP,Ruben Castillo Sanchez,8,,Mancora,3,TA32288BM,,11/7/12,1/0/00,manual,merluza,,,11/7/12,1/0/00,Los Organos,machete,,,congelada,,,1700,,,Argolla y pala #9,2500,b,papelillo,2,1,cerda,0,m,2,b,n,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio,peje,,,,,486,7,1,,,,,k,k,k,,,,,,,
747,,Jose 1,FBR,Jose,6,10,Ilo,4,IO-18694 BM,,1/28/13,1/0/00,manual,perico,,,2/7/13,1/0/00,Ilo,pota,,,fresca,,,1000,17,B,J-2,,,,,,,,b,8,B,N,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,Pota,,,,,,1600,1000,,,,,,k,k,,,,,,,,
748,,Teresa de Jesus,RBH,,,,Salaverry,4,,,2/1/13,1/0/00,manual,tollo,,,2/9/13,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,25,,,,60,b,8,p,7.5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,perico,Bonito,Raya,,,,720,1350,310,40,,,,k,k,k,k,,,,4950,1998,Ganancia es 499 por tripulante
749,,Jhomar Alexis,A&S,Pedro,,,Constante,2,PT-27727-BM,,2/4/13,1/0/00,manual,guitarra,,,2/13/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,19,,,56,2,m,,,4.800000191,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,batea,Tapadera,Lenguado,Suco,Marotilla,Viuda,161,8,8,3,2,2,1,I,I,I,I,I,I,I,650,2550,"Concha 1 individual
Langosta 1 individual
Camaron 1 individual
10 panos con luces
7 panos sin luces
2 panos de separacion
Trip from 15 to 18: 12 panos con luces, 9 sin luces y 2 de separacion"
750,,Teresa de Jesus,RBH,,,,Salaverry,4,,,2/15/13,1/0/00,manual,tollo,,,2/25/13,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,28,,,60,,b,8,p,7.5,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo,raya,Perico,,,,,190,120,210,,,,,k,k,k,,,,,3400,0,
751,,Teresa de Jesus,RBH,Raul,,,Salaverry,4,,,3/3/13,1/0/00,manual,tollo,,,3/13/13,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,28,,,60,8,b,8,p,7.5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,perico,Zorro,Pardo,Pota,,,79,578,287,17,768,,,k,k,k,k,k,,,3955,990,S/. 245 cada tripulante de ganancia
752,,jhomar alexis,APP & NAP,Pedro,,,Constante,2,PT-27727-BM,,2/19/13,1/0/00,manual,guitarra,,,2/21/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,22,,,56,2,m,,,4.800000191,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,raya,Lenguado,Suco,Batea,,,26,3,1,1,3,,,I,I,I,I,I,,,120,,"22 panos en total, 10 control, 10 luces y 2 panos de separacion."
753,,jhomar alexis,TSY & AJ,Pedro,,,Constante,2,PT-27727-BM,,2/21/13,1/0/00,manual,guitarra,,,2/23/13,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,23,,,56,2,m,,,4.800000191,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,ler,tapadera,suco,concha,guitarra electrica,cangrejo,4,8,2,5,10,1,1,I,I,I,I,I,I,I,150,120,camaron 1 I
754,,Amazonas,SPP,Oscar Amaya Vilchez,5,8,Mancora,5,TA-33082,85,1/14/13,1/0/00,manual,merluza,,,1/17/13,1/0/00,Mancora,botella,machete,,fresca,fresca,,2760,,,9,2760,b,,,1,,90,m,1,b,,,,profundidad,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,merluza,congrio negro,peje,diablo,Congrio Rojo,Congrio Chilindrina,,340,460,46,78,53,50,,k,k,k,k,k,k,,,,
